VirtualID,FaceLocation,VoiceLocation,Context,Fold,Genuine,ClaimID
003,003_f_0_20.png,003_v_1_58.wav,3,4,1,003
003,003_f_0_36.png,003_v_0_23.wav,5,4,1,003
003,003_f_3_53.png,003_v_1_43.wav,2,4,1,003
003,003_f_1_16.png,003_v_1_63.wav,6,4,1,003
003,003_f_1_0.png,003_v_0_2.wav,7,4,1,003
003,003_f_1_5.png,003_v_0_8.wav,7,4,1,003
003,003_f_1_10.png,003_v_0_10.wav,7,5,1,003
003,003_f_1_17.png,003_v_0_34.wav,7,5,1,003
003,003_f_3_38.png,003_v_0_27.wav,1,5,1,003
003,003_f_3_51.png,003_v_0_6.wav,1,5,1,003
003,003_f_0_35.png,003_v_0_17.wav,5,5,1,003
003,003_f_1_4.png,003_v_0_9.wav,7,5,1,003
003,003_f_1_8.png,003_v_0_4.wav,7,5,1,003
003,003_f_0_32.png,003_v_0_24.wav,5,5,1,003
003,003_f_2_70.png,003_v_0_32.wav,4,5,1,003
003,003_f_2_74.png,003_v_1_51.wav,0,5,1,003
003,003_f_0_21.png,003_v_1_69.wav,3,5,1,003
003,003_f_1_18.png,003_v_1_66.wav,6,5,1,003
003,003_f_0_27.png,003_v_0_0.wav,5,5,1,003
003,003_f_0_29.png,003_v_1_37.wav,3,5,1,003
004,004_f_2_68.png,004_v_1_60.wav,0,1,1,004
004,004_f_2_66.png,004_v_0_4.wav,4,1,1,004
004,004_f_2_69.png,004_v_0_23.wav,4,1,1,004
004,004_f_0_29.png,004_v_1_45.wav,3,1,1,004
004,004_f_0_21.png,004_v_1_43.wav,3,1,1,004
004,004_f_2_62.png,004_v_1_48.wav,0,1,1,004
004,004_f_1_3.png,004_v_1_57.wav,6,1,1,004
004,004_f_2_57.png,004_v_0_2.wav,4,1,1,004
004,004_f_0_30.png,004_v_1_47.wav,3,1,1,004
004,004_f_1_15.png,004_v_1_36.wav,6,1,1,004
004,004_f_0_25.png,004_v_0_22.wav,5,1,1,004
004,004_f_1_11.png,004_v_1_63.wav,6,1,1,004
004,004_f_2_72.png,004_v_0_31.wav,4,1,1,004
004,004_f_0_27.png,004_v_1_59.wav,3,2,1,004
004,004_f_3_52.png,004_v_1_33.wav,2,2,1,004
004,004_f_0_23.png,004_v_0_8.wav,5,2,1,004
004,004_f_0_24.png,004_v_0_24.wav,5,2,1,004
004,004_f_1_13.png,004_v_0_1.wav,7,2,1,004
004,004_f_1_4.png,004_v_1_40.wav,6,2,1,004
004,004_f_1_16.png,004_v_0_14.wav,7,2,1,004
004,004_f_3_56.png,004_v_0_19.wav,1,2,1,004
004,004_f_3_47.png,004_v_1_58.wav,2,2,1,004
004,004_f_1_0.png,004_v_0_10.wav,7,2,1,004
004,004_f_3_44.png,004_v_0_17.wav,1,2,1,004
004,004_f_2_73.png,004_v_1_64.wav,0,2,1,004
004,004_f_3_43.png,004_v_0_29.wav,1,2,1,004
004,004_f_1_6.png,004_v_0_6.wav,7,3,1,004
004,004_f_2_61.png,004_v_1_34.wav,0,3,1,004
004,004_f_1_1.png,004_v_0_11.wav,7,3,1,004
004,004_f_1_5.png,004_v_1_52.wav,6,3,1,004
004,004_f_1_12.png,004_v_1_62.wav,6,3,1,004
004,004_f_3_49.png,004_v_1_55.wav,2,3,1,004
004,004_f_2_74.png,004_v_0_0.wav,4,3,1,004
004,004_f_3_45.png,004_v_0_13.wav,1,3,1,004
004,004_f_3_54.png,004_v_1_49.wav,2,3,1,004
004,004_f_2_64.png,004_v_0_20.wav,4,3,1,004
004,004_f_3_55.png,004_v_0_26.wav,1,3,1,004
004,004_f_0_32.png,004_v_0_28.wav,5,3,1,004
004,004_f_2_71.png,004_v_1_46.wav,0,3,1,004
004,004_f_0_19.png,004_v_1_35.wav,3,4,1,004
004,004_f_2_75.png,004_v_1_65.wav,0,4,1,004
004,004_f_0_26.png,004_v_0_18.wav,5,4,1,004
004,004_f_3_48.png,004_v_0_25.wav,1,4,1,004
004,004_f_0_35.png,004_v_0_32.wav,5,4,1,004
004,004_f_1_8.png,004_v_1_38.wav,6,4,1,004
004,004_f_3_51.png,004_v_1_42.wav,2,4,1,004
004,004_f_0_34.png,004_v_1_37.wav,3,4,1,004
004,004_f_2_63.png,004_v_1_54.wav,0,4,1,004
004,004_f_2_65.png,004_v_0_9.wav,4,4,1,004
004,004_f_1_2.png,004_v_1_44.wav,6,4,1,004
004,004_f_1_18.png,004_v_1_61.wav,6,4,1,004
004,004_f_2_70.png,004_v_0_16.wav,4,4,1,004
004,004_f_2_58.png,004_v_1_39.wav,0,5,1,004
004,004_f_0_36.png,004_v_1_56.wav,3,5,1,004
004,004_f_0_37.png,004_v_0_27.wav,5,5,1,004
004,004_f_0_20.png,004_v_1_41.wav,3,5,1,004
004,004_f_3_42.png,004_v_0_15.wav,1,5,1,004
004,004_f_3_50.png,004_v_0_30.wav,1,5,1,004
004,004_f_0_28.png,004_v_1_53.wav,3,5,1,004
004,004_f_0_31.png,004_v_1_50.wav,3,5,1,004
004,004_f_1_14.png,004_v_1_51.wav,6,5,1,004
004,004_f_1_17.png,004_v_0_3.wav,7,5,1,004
004,004_f_3_46.png,004_v_0_12.wav,1,5,1,004
004,004_f_3_38.png,004_v_0_21.wav,1,5,1,004
004,004_f_1_9.png,004_v_0_7.wav,7,5,1,004
005,005_f_3_49.png,005_v_0_9.wav,1,1,1,005
005,005_f_0_19.png,005_v_0_7.wav,5,1,1,005
005,005_f_0_34.png,005_v_1_49.wav,3,1,1,005
005,005_f_0_29.png,005_v_1_45.wav,3,1,1,005
005,005_f_1_11.png,005_v_1_39.wav,6,1,1,005
005,005_f_0_21.png,005_v_0_2.wav,5,1,1,005
005,005_f_3_52.png,005_v_1_30.wav,2,1,1,005
005,005_f_3_53.png,005_v_1_27.wav,2,1,1,005
005,005_f_2_74.png,005_v_0_17.wav,4,1,1,005
005,005_f_1_4.png,005_v_1_32.wav,6,1,1,005
005,005_f_0_30.png,005_v_1_42.wav,3,2,1,005
005,005_f_1_5.png,005_v_0_1.wav,7,2,1,005
005,005_f_3_46.png,005_v_1_44.wav,2,2,1,005
005,005_f_1_15.png,005_v_0_3.wav,7,2,1,005
005,005_f_2_57.png,005_v_0_12.wav,4,2,1,005
005,005_f_2_59.png,005_v_1_35.wav,0,2,1,005
005,005_f_2_70.png,005_v_1_48.wav,0,2,1,005
005,005_f_3_56.png,005_v_1_29.wav,2,2,1,005
005,005_f_1_0.png,005_v_1_47.wav,6,2,1,005
005,005_f_2_72.png,005_v_1_43.wav,0,2,1,005
005,005_f_1_6.png,005_v_0_8.wav,7,3,1,005
005,005_f_1_10.png,005_v_0_23.wav,7,3,1,005
005,005_f_0_20.png,005_v_1_26.wav,3,3,1,005
005,005_f_1_8.png,005_v_0_11.wav,7,3,1,005
005,005_f_3_39.png,005_v_1_37.wav,2,3,1,005
005,005_f_0_33.png,005_v_1_34.wav,3,3,1,005
005,005_f_3_54.png,005_v_1_28.wav,2,3,1,005
005,005_f_2_71.png,005_v_0_25.wav,4,3,1,005
005,005_f_3_51.png,005_v_1_36.wav,2,3,1,005
005,005_f_1_1.png,005_v_1_40.wav,6,3,1,005
005,005_f_2_60.png,005_v_0_0.wav,4,4,1,005
005,005_f_0_27.png,005_v_0_5.wav,5,4,1,005
005,005_f_3_40.png,005_v_1_33.wav,2,4,1,005
005,005_f_1_3.png,005_v_1_31.wav,6,4,1,005
005,005_f_1_9.png,005_v_0_10.wav,7,4,1,005
005,005_f_3_42.png,005_v_0_19.wav,1,4,1,005
005,005_f_0_36.png,005_v_0_14.wav,5,4,1,005
005,005_f_3_50.png,005_v_0_18.wav,1,4,1,005
005,005_f_0_23.png,005_v_0_21.wav,5,4,1,005
005,005_f_2_63.png,005_v_1_38.wav,0,4,1,005
005,005_f_0_31.png,005_v_0_20.wav,5,5,1,005
005,005_f_0_37.png,005_v_0_4.wav,5,5,1,005
005,005_f_2_73.png,005_v_0_22.wav,4,5,1,005
005,005_f_0_32.png,005_v_0_16.wav,5,5,1,005
005,005_f_0_22.png,005_v_0_13.wav,5,5,1,005
005,005_f_2_68.png,005_v_0_15.wav,4,5,1,005
005,005_f_2_65.png,005_v_0_24.wav,4,5,1,005
005,005_f_3_45.png,005_v_0_6.wav,1,5,1,005
005,005_f_1_2.png,005_v_1_50.wav,6,5,1,005
005,005_f_3_41.png,005_v_1_51.wav,2,5,1,005
006,006_f_2_71.png,006_v_1_32.wav,0,1,1,006
006,006_f_3_39.png,006_v_0_4.wav,1,1,1,006
006,006_f_1_13.png,006_v_1_48.wav,6,1,1,006
006,006_f_1_11.png,006_v_1_57.wav,6,1,1,006
006,006_f_3_52.png,006_v_1_38.wav,2,1,1,006
006,006_f_1_14.png,006_v_1_34.wav,6,1,1,006
006,006_f_2_75.png,006_v_0_25.wav,4,1,1,006
006,006_f_0_22.png,006_v_1_30.wav,3,1,1,006
006,006_f_0_23.png,006_v_0_7.wav,5,1,1,006
006,006_f_0_21.png,006_v_0_10.wav,5,1,1,006
006,006_f_2_65.png,006_v_1_31.wav,0,1,1,006
006,006_f_0_27.png,006_v_1_44.wav,3,2,1,006
006,006_f_1_10.png,006_v_1_33.wav,6,2,1,006
006,006_f_0_29.png,006_v_1_55.wav,3,2,1,006
006,006_f_1_6.png,006_v_0_21.wav,7,2,1,006
006,006_f_1_0.png,006_v_0_18.wav,7,2,1,006
006,006_f_1_12.png,006_v_0_9.wav,7,2,1,006
006,006_f_1_1.png,006_v_0_1.wav,7,2,1,006
006,006_f_0_34.png,006_v_1_29.wav,3,2,1,006
006,006_f_0_30.png,006_v_0_17.wav,5,2,1,006
006,006_f_1_4.png,006_v_1_47.wav,6,2,1,006
006,006_f_2_69.png,006_v_0_26.wav,4,2,1,006
006,006_f_2_73.png,006_v_0_8.wav,4,3,1,006
006,006_f_3_51.png,006_v_1_51.wav,2,3,1,006
006,006_f_3_50.png,006_v_0_20.wav,1,3,1,006
006,006_f_0_20.png,006_v_0_22.wav,5,3,1,006
006,006_f_3_45.png,006_v_0_0.wav,1,3,1,006
006,006_f_0_35.png,006_v_0_28.wav,5,3,1,006
006,006_f_0_19.png,006_v_0_5.wav,5,3,1,006
006,006_f_2_57.png,006_v_1_45.wav,0,3,1,006
006,006_f_2_64.png,006_v_0_16.wav,4,3,1,006
006,006_f_1_3.png,006_v_1_40.wav,6,3,1,006
006,006_f_0_31.png,006_v_1_50.wav,3,3,1,006
006,006_f_0_36.png,006_v_1_56.wav,3,4,1,006
006,006_f_3_54.png,006_v_0_3.wav,1,4,1,006
006,006_f_3_53.png,006_v_1_42.wav,2,4,1,006
006,006_f_2_70.png,006_v_0_27.wav,4,4,1,006
006,006_f_2_67.png,006_v_0_13.wav,4,4,1,006
006,006_f_1_9.png,006_v_0_15.wav,7,4,1,006
006,006_f_1_5.png,006_v_1_36.wav,6,4,1,006
006,006_f_2_62.png,006_v_1_37.wav,0,4,1,006
006,006_f_0_24.png,006_v_0_6.wav,5,4,1,006
006,006_f_3_41.png,006_v_1_41.wav,2,4,1,006
006,006_f_2_74.png,006_v_1_54.wav,0,4,1,006
006,006_f_2_58.png,006_v_0_11.wav,4,5,1,006
006,006_f_3_47.png,006_v_0_23.wav,1,5,1,006
006,006_f_3_44.png,006_v_1_46.wav,2,5,1,006
006,006_f_1_17.png,006_v_0_24.wav,7,5,1,006
006,006_f_1_8.png,006_v_1_52.wav,6,5,1,006
006,006_f_2_61.png,006_v_0_19.wav,4,5,1,006
006,006_f_3_49.png,006_v_1_35.wav,2,5,1,006
006,006_f_2_60.png,006_v_0_14.wav,4,5,1,006
006,006_f_3_48.png,006_v_1_53.wav,2,5,1,006
006,006_f_0_25.png,006_v_1_43.wav,3,5,1,006
006,006_f_0_32.png,006_v_1_49.wav,3,5,1,006
007,007_f_1_1.png,007_v_1_22.wav,6,1,1,007
007,007_f_0_21.png,007_v_1_23.wav,3,1,1,007
007,007_f_2_60.png,007_v_0_12.wav,4,1,1,007
007,007_f_0_31.png,007_v_1_26.wav,3,1,1,007
007,007_f_2_64.png,007_v_0_0.wav,4,1,1,007
007,007_f_2_68.png,007_v_0_7.wav,4,1,1,007
007,007_f_0_35.png,007_v_0_13.wav,5,1,1,007
007,007_f_2_57.png,007_v_1_25.wav,0,2,1,007
007,007_f_2_61.png,007_v_1_29.wav,0,2,1,007
007,007_f_1_17.png,007_v_0_1.wav,7,2,1,007
007,007_f_0_24.png,007_v_1_34.wav,3,2,1,007
007,007_f_2_59.png,007_v_0_4.wav,4,2,1,007
007,007_f_2_69.png,007_v_1_19.wav,0,2,1,007
007,007_f_2_75.png,007_v_1_33.wav,0,2,1,007
007,007_f_0_33.png,007_v_0_16.wav,5,3,1,007
007,007_f_3_42.png,007_v_0_10.wav,1,3,1,007
007,007_f_2_67.png,007_v_1_27.wav,0,3,1,007
007,007_f_3_49.png,007_v_0_5.wav,1,3,1,007
007,007_f_0_36.png,007_v_0_18.wav,5,3,1,007
007,007_f_2_62.png,007_v_1_21.wav,0,3,1,007
007,007_f_2_63.png,007_v_1_20.wav,0,3,1,007
007,007_f_1_5.png,007_v_1_37.wav,6,4,1,007
007,007_f_1_18.png,007_v_0_11.wav,7,4,1,007
007,007_f_2_72.png,007_v_0_15.wav,4,4,1,007
007,007_f_1_16.png,007_v_0_8.wav,7,4,1,007
007,007_f_2_74.png,007_v_0_2.wav,4,4,1,007
007,007_f_3_41.png,007_v_0_9.wav,1,4,1,007
007,007_f_1_10.png,007_v_0_17.wav,7,4,1,007
007,007_f_0_25.png,007_v_0_3.wav,5,5,1,007
007,007_f_1_13.png,007_v_1_24.wav,6,5,1,007
007,007_f_3_39.png,007_v_0_6.wav,1,5,1,007
007,007_f_3_55.png,007_v_0_14.wav,1,5,1,007
007,007_f_3_44.png,007_v_1_31.wav,2,5,1,007
007,007_f_1_15.png,007_v_1_28.wav,6,5,1,007
007,007_f_2_58.png,007_v_1_36.wav,0,5,1,007
008,008_f_1_8.png,008_v_1_52.wav,6,1,1,008
008,008_f_3_49.png,008_v_1_39.wav,2,1,1,008
008,008_f_3_40.png,008_v_0_10.wav,1,1,1,008
008,008_f_1_0.png,008_v_0_8.wav,7,1,1,008
008,008_f_2_59.png,008_v_1_60.wav,0,1,1,008
008,008_f_3_56.png,008_v_0_15.wav,1,1,1,008
008,008_f_0_22.png,008_v_1_34.wav,3,1,1,008
008,008_f_2_70.png,008_v_0_4.wav,4,1,1,008
008,008_f_2_69.png,008_v_0_22.wav,4,1,1,008
008,008_f_1_16.png,008_v_1_55.wav,6,1,1,008
008,008_f_2_63.png,008_v_0_24.wav,4,1,1,008
008,008_f_2_57.png,008_v_1_35.wav,0,1,1,008
008,008_f_1_5.png,008_v_0_26.wav,7,1,1,008
008,008_f_2_61.png,008_v_1_50.wav,0,2,1,008
008,008_f_2_73.png,008_v_0_5.wav,4,2,1,008
008,008_f_0_37.png,008_v_0_32.wav,5,2,1,008
008,008_f_1_7.png,008_v_1_62.wav,6,2,1,008
008,008_f_2_75.png,008_v_0_9.wav,4,2,1,008
008,008_f_3_42.png,008_v_1_33.wav,2,2,1,008
